Date,Activity_Score,Region,Treatment_Group,Revenue
23-02-23,76,North,1,136.27
23-02-23,17,East,0,108.83
23-02-23,18,South,0,114.79
24-02-23,40,South,1,113.99
24-02-23,64,West,1,125.31
24-02-23,36,South,0,115.51
24-02-23,13,East,0,93.73
24-02-23,65,South,1,135.73
24-02-23,18,West,0,110.13
24-02-23,19,West,0,107.03
24-02-23,22,South,0,106.45
24-02-23,74,South,1,138.16
24-02-23,41,South,0,113.59
24-02-23,67,East,1,125.28
24-02-23,68,West,1,131.47
24-02-23,11,West,0,99.97
24-02-23,39,East,0,118.15
24-02-23,83,West,0,145.31
24-02-23,71,South,0,139.57
25-02-23,51,West,0,133.61
25-02-23,37,East,0,119.01
25-02-23,37,North,0,118.9
25-02-23,69,West,1,136.37
25-02-23,59,East,1,127.49
25-02-23,63,East,1,137.59
25-02-23,63,West,1,129.24
25-02-23,26,East,0,113.26
25-02-23,43,East,0,118.63
25-02-23,45,East,1,127.27
25-02-23,22,East,0,111.39
26-02-23,41,East,0,123.6
26-02-23,25,South,0,106.82
26-02-23,34,West,0,116.19
26-02-23,56,West,1,124.8
26-02-23,36,West,0,120.14
26-02-23,24,South,0,112
26-02-23,53,South,1,126.29
26-02-23,16,North,0,109.44
26-02-23,89,West,1,148.44
26-02-23,57,North,0,129.66
26-02-23,67,South,1,135.9
26-02-23,76,West,1,134.91
26-02-23,42,East,1,128.33
26-02-23,67,West,1,127.32
26-02-23,60,North,1,123.34
27-02-23,51,North,1,121.48
27-02-23,42,East,1,109.74
27-02-23,55,South,0,131.51
27-02-23,55,West,0,123.96
27-02-23,87,South,1,137.18
27-02-23,63,West,0,135.68
27-02-23,28,West,0,111.98
27-02-23,53,North,1,123.36
27-02-23,87,East,1,151.5
27-02-23,58,North,1,131.05
27-02-23,71,East,1,138.55
27-02-23,59,West,1,122.59
27-02-23,43,West,0,121.31
27-02-23,39,West,0,115.55
27-02-23,58,North,1,139.31
27-02-23,76,North,0,145.94
28-02-23,59,West,1,129.35
28-02-23,63,East,1,134.1
28-02-23,57,East,1,126.22
28-02-23,73,North,0,142.86
28-02-23,22,East,0,104.54
28-02-23,51,South,0,119.52
28-02-23,53,South,0,126.6
28-02-23,56,South,1,139.59
28-02-23,10,North,0,99.73
28-02-23,67,North,0,136.45
28-02-23,39,North,0,122.01
28-02-23,65,East,1,144.57
28-02-23,76,South,1,145.64
28-02-23,59,North,1,144.61
28-02-23,75,East,1,138.58
01-03-23,70,South,1,135.47
01-03-23,12,West,0,105.56
01-03-23,69,East,1,130.18
01-03-23,26,South,0,107.11
01-03-23,10,West,0,110.76
01-03-23,22,South,0,107.96
01-03-23,27,West,0,112.51
01-03-23,74,West,1,141.42
01-03-23,88,South,1,147.12
01-03-23,37,South,0,108.52
01-03-23,60,North,1,133.07
01-03-23,46,East,1,136.64
01-03-23,57,North,1,126.69
01-03-23,36,West,0,109.06
01-03-23,45,South,1,115.69
01-03-23,24,West,0,107.34
01-03-23,56,East,0,128.06
01-03-23,30,North,0,104.58
02-03-23,87,North,1,147.5
02-03-23,37,East,1,118.53
02-03-23,17,South,0,111.74
02-03-23,62,South,1,134.01
02-03-23,79,East,1,128.88
02-03-23,42,North,0,129.35
02-03-23,54,West,1,127.5
02-03-23,85,South,1,135.88
02-03-23,88,East,1,143.94
02-03-23,38,South,1,117.45
02-03-23,47,West,1,128.48
02-03-23,66,South,1,134
03-03-23,24,North,0,103.46
03-03-23,50,South,1,123.55
03-03-23,82,South,1,132.37
03-03-23,54,West,1,131.23
03-03-23,79,East,1,134.19
03-03-23,12,North,0,96.54
03-03-23,76,West,1,139.21
03-03-23,39,South,0,116.67
03-03-23,49,West,0,124.96
03-03-23,31,North,0,105.21
03-03-23,21,East,0,107.65
03-03-23,74,West,1,129.65
03-03-23,46,North,1,127.87
03-03-23,47,East,0,128.3
03-03-23,22,North,0,110.94
04-03-23,80,South,1,132.81
04-03-23,62,South,1,126.93
04-03-23,75,West,1,149.14
04-03-23,37,East,0,119.56
04-03-23,50,West,0,128.89
04-03-23,87,East,1,141.01
04-03-23,46,North,0,123.38
04-03-23,19,South,0,114.27
04-03-23,64,West,1,130.24
04-03-23,80,West,1,141.77
04-03-23,65,North,1,131.49
04-03-23,25,East,0,116.13
05-03-23,53,West,1,115.97
05-03-23,47,East,0,122.82
05-03-23,45,North,1,120.01
05-03-23,45,South,0,119.39
05-03-23,75,East,1,131.67
05-03-23,73,South,0,136.02
05-03-23,35,North,0,118.98
05-03-23,34,East,0,116.99
05-03-23,80,West,1,144.21
05-03-23,79,West,1,139.41
05-03-23,46,East,0,121.93
05-03-23,10,North,0,113.96
05-03-23,89,South,1,139.69
05-03-23,62,North,1,131.79
05-03-23,18,West,0,114.66
05-03-23,24,West,0,112.13
05-03-23,11,South,0,107.7
06-03-23,14,East,0,111.15
06-03-23,48,South,0,120.92
06-03-23,57,West,1,121.37
06-03-23,62,East,1,127.18
06-03-23,62,South,1,123.2
06-03-23,51,West,0,130.6
06-03-23,20,North,0,102.43
06-03-23,45,East,0,122.93
06-03-23,42,West,0,119.08
06-03-23,22,West,1,104.13
06-03-23,30,East,0,103.36
06-03-23,40,West,1,120.75
06-03-23,16,East,0,106.37
06-03-23,71,East,1,132
07-03-23,88,South,1,152.33
07-03-23,11,West,0,102.61
07-03-23,50,East,0,122.35
07-03-23,53,South,1,122.98
07-03-23,73,West,1,133.66
07-03-23,77,South,1,145.89
07-03-23,79,North,1,143.76
07-03-23,63,East,1,129.86
07-03-23,56,North,0,131.92
07-03-23,85,West,1,140.35
07-03-23,30,East,1,114.71
07-03-23,25,South,0,111.09
07-03-23,64,North,0,126.35
07-03-23,74,West,1,142.05
07-03-23,25,East,0,116.51
07-03-23,49,North,1,132.96
07-03-23,75,South,1,138.13
07-03-23,26,South,0,105.15
07-03-23,35,East,1,115.44
07-03-23,54,West,0,120.42
07-03-23,73,East,1,141.67
07-03-23,42,West,1,122.47
08-03-23,46,North,0,123.83
08-03-23,56,West,0,123.02
08-03-23,37,North,0,115.85
08-03-23,38,West,0,116.05
08-03-23,74,East,1,135.1
08-03-23,32,North,0,119.81
08-03-23,45,South,0,119.94
08-03-23,71,West,1,137.23
08-03-23,23,East,0,128.87
09-03-23,66,North,1,141.57
09-03-23,38,West,0,114.49
09-03-23,24,West,0,110.64
09-03-23,53,North,0,119.92
09-03-23,47,North,0,118.87
09-03-23,71,West,1,134.18
09-03-23,69,East,1,123.64
09-03-23,21,North,0,112.09
09-03-23,39,South,0,127.63
09-03-23,16,West,0,105.2
09-03-23,80,North,1,137.92
09-03-23,56,North,0,138.14
09-03-23,70,North,1,134.77
09-03-23,89,North,1,137.41
09-03-23,83,South,1,139.15
10-03-23,47,North,0,130.73
10-03-23,56,West,0,136.8
10-03-23,23,South,1,114.16
10-03-23,21,West,1,112.55
10-03-23,70,West,1,137.48
10-03-23,19,North,1,109.83
10-03-23,64,East,1,133.22
10-03-23,89,South,1,153.78
10-03-23,20,South,0,117.94
10-03-23,20,West,0,106.17
10-03-23,68,East,0,135.26
11-03-23,27,West,0,110.01
11-03-23,13,South,0,111.54
11-03-23,52,East,1,133.01
11-03-23,12,East,0,106.26
11-03-23,54,North,1,128.98
11-03-23,51,East,1,120.95
11-03-23,87,South,1,139.71
11-03-23,71,South,1,131.47
11-03-23,58,East,1,134.01
11-03-23,36,South,0,114.51
11-03-23,57,North,0,126.72
11-03-23,27,West,0,112.92
11-03-23,33,East,0,116.46
11-03-23,18,North,0,112.78
11-03-23,26,East,0,123.28
11-03-23,25,East,0,109.05
12-03-23,75,East,0,137.14
12-03-23,20,West,0,108.56
12-03-23,15,North,0,102.89
12-03-23,29,West,1,122.22
12-03-23,53,South,1,129.29
12-03-23,65,West,1,132.42
12-03-23,87,East,1,137.44
12-03-23,63,North,1,128.76
12-03-23,68,East,1,129.76
12-03-23,61,South,0,130.83
12-03-23,64,South,1,132.75
12-03-23,23,West,0,116.05
13-03-23,52,West,1,133.25
13-03-23,58,North,0,125.99
13-03-23,67,South,1,132.47
13-03-23,23,South,0,115.37
13-03-23,25,South,0,122.15
13-03-23,61,North,1,142.52
13-03-23,85,North,1,145.4
13-03-23,31,East,0,103.24
13-03-23,34,North,0,119.33
13-03-23,78,South,1,138.18
13-03-23,19,West,0,113.17
13-03-23,49,South,0,117.44
13-03-23,66,South,1,140.2
13-03-23,29,North,0,115.27
13-03-23,77,West,1,144.88
13-03-23,29,South,0,103.74
13-03-23,72,West,1,136.34
13-03-23,17,South,0,105.91
13-03-23,82,West,0,144.3
13-03-23,28,East,0,110.53
13-03-23,48,West,0,120.2
13-03-23,43,West,0,113.8
13-03-23,67,North,1,139.48
13-03-23,81,East,1,145.18
14-03-23,73,South,1,125.93
14-03-23,63,North,0,121.77
14-03-23,48,East,0,126.81
14-03-23,87,East,1,143.52
14-03-23,44,South,1,125.41
14-03-23,52,West,1,123.03
14-03-23,67,North,1,133.9
14-03-23,26,North,0,105.88
14-03-23,75,North,1,135.6
14-03-23,22,North,0,111.36
14-03-23,74,North,0,145.97
14-03-23,67,North,1,129.54
14-03-23,60,North,0,129.55
14-03-23,84,South,1,138.15
14-03-23,52,West,1,123.2
14-03-23,86,North,1,139.85
14-03-23,61,South,1,130.77
14-03-23,62,East,1,122.88
14-03-23,83,North,1,133.54
15-03-23,36,South,0,129.06
15-03-23,63,North,1,137.06
15-03-23,70,South,0,133.82
15-03-23,10,East,0,102.85
15-03-23,32,East,1,113.82
15-03-23,15,East,0,105.72
15-03-23,54,South,1,121.77
15-03-23,56,West,1,131.1
15-03-23,35,North,0,112.48
15-03-23,64,East,1,120.42
15-03-23,23,East,0,113.9
15-03-23,39,North,0,123.89
15-03-23,28,North,0,118.4
15-03-23,60,South,1,137.75
15-03-23,88,North,1,129.35
15-03-23,18,West,0,111.42
15-03-23,34,East,1,109.53
15-03-23,77,West,1,144.28
15-03-23,33,South,1,117.66
15-03-23,23,West,0,113.92
16-03-23,46,North,0,126.23
16-03-23,60,East,1,130.33
16-03-23,27,West,1,109.9
16-03-23,62,North,1,124.97
16-03-23,80,North,1,140.56
16-03-23,21,South,0,109.72
16-03-23,67,South,1,139.88
16-03-23,20,South,0,105.13
16-03-23,19,West,0,111.67
16-03-23,53,South,0,124.48
16-03-23,81,East,1,142.61
16-03-23,73,East,1,136.72
16-03-23,35,East,0,111.56
16-03-23,53,South,0,122.04
16-03-23,85,South,1,141.5
16-03-23,18,North,0,107.89
16-03-23,88,West,1,133.5
16-03-23,83,North,1,146.33
16-03-23,19,North,0,109.52
16-03-23,82,West,1,136.18
16-03-23,80,East,1,141.1
16-03-23,25,North,0,115.76
16-03-23,51,North,1,122.91
16-03-23,13,South,0,118.44
16-03-23,71,East,1,136.46
16-03-23,82,East,1,142.81
16-03-23,13,West,0,99.94
16-03-23,28,East,0,116.09
16-03-23,38,South,0,121.54
17-03-23,14,North,0,106.41
17-03-23,43,East,0,121.2
17-03-23,82,North,1,145.52
17-03-23,27,South,0,112.85
17-03-23,11,West,0,113.4
17-03-23,83,East,1,155.35
17-03-23,68,North,0,134.45
17-03-23,22,North,0,110.28
17-03-23,16,South,0,102.9
17-03-23,68,East,1,132.53
17-03-23,13,South,0,120.32
17-03-23,66,West,1,129.18
18-03-23,74,North,1,140.43
18-03-23,32,West,0,125.61
18-03-23,50,West,1,124.75
18-03-23,77,East,1,144.22
18-03-23,13,South,0,111.18
18-03-23,30,East,0,120.67
18-03-23,66,South,1,136.63
18-03-23,10,West,0,110.01
18-03-23,77,North,1,134.94
18-03-23,20,East,0,118.94
18-03-23,34,South,0,109.76
18-03-23,36,South,1,123.07
18-03-23,10,North,0,107.76
18-03-23,74,East,1,125.5
18-03-23,11,East,0,104.67
18-03-23,63,North,1,136.15
18-03-23,41,North,1,123.01
18-03-23,34,West,1,110.27
18-03-23,42,East,0,116.18
18-03-23,85,South,1,140.08
18-03-23,49,East,1,122.88
18-03-23,46,East,0,125.17
18-03-23,63,North,1,144.44
18-03-23,64,North,1,130.06
19-03-23,74,South,1,142.9
19-03-23,59,North,0,133.27
19-03-23,59,East,1,125.77
19-03-23,48,East,0,124.46
19-03-23,76,West,1,135.73
19-03-23,62,North,1,139.6
19-03-23,52,West,0,121.84
19-03-23,72,South,1,140.04
19-03-23,66,North,1,133.88
19-03-23,15,North,0,111.64
19-03-23,82,North,1,143.61
19-03-23,13,East,0,107.4
19-03-23,12,South,0,96.75
19-03-23,31,North,0,116.61
19-03-23,28,West,0,114.42
19-03-23,36,North,0,125.17
19-03-23,75,East,1,131.22
20-03-23,76,West,1,138.93
20-03-23,64,East,1,131.29
20-03-23,13,West,0,99.28
20-03-23,15,East,0,103.28
20-03-23,82,South,1,137.56
20-03-23,44,South,0,117.41
20-03-23,76,East,1,137.33
20-03-23,51,North,0,123.44
20-03-23,34,West,0,121.9
20-03-23,58,South,1,132.94
20-03-23,30,North,0,115.67
20-03-23,15,West,0,94.21
20-03-23,15,North,0,110.18
20-03-23,62,South,1,131.95
21-03-23,47,South,0,125.12
21-03-23,84,South,1,128.22
21-03-23,43,North,0,116.36
21-03-23,13,East,0,109.44
21-03-23,32,West,0,114.03
21-03-23,30,North,0,110.4
21-03-23,19,South,0,114.86
21-03-23,26,West,0,110.18
21-03-23,84,East,1,136.34
21-03-23,89,South,1,138.38
22-03-23,23,East,0,96.25
22-03-23,32,East,0,113.91
22-03-23,44,East,0,114.93
22-03-23,87,East,1,141.63
22-03-23,14,North,0,106.65
22-03-23,54,North,1,127.76
22-03-23,71,West,1,136.21
22-03-23,24,East,0,120.55
22-03-23,25,North,1,114.18
22-03-23,19,East,0,94.85
22-03-23,52,West,0,118.28
22-03-23,55,North,0,134.53
22-03-23,24,West,0,113.27
23-03-23,43,East,0,118.88
23-03-23,64,North,1,133.22
23-03-23,61,North,1,117.85
23-03-23,61,North,1,130.5
23-03-23,50,West,0,128.75
23-03-23,65,North,1,126.32
23-03-23,81,West,1,130
23-03-23,73,South,1,132.46
23-03-23,51,North,0,121.13
23-03-23,47,West,0,124.87
23-03-23,65,South,1,133.01
23-03-23,89,South,1,133.47
23-03-23,24,East,0,110.46
23-03-23,20,South,0,111.04
23-03-23,29,North,0,101.48
23-03-23,17,North,0,119.23
23-03-23,73,South,1,137.04
23-03-23,76,South,0,141.45
23-03-23,65,West,1,134.18
23-03-23,85,South,1,136.41
23-03-23,17,North,0,105.46
23-03-23,57,North,0,121.05
23-03-23,74,North,1,135.54
23-03-23,52,South,0,120.52
23-03-23,68,North,1,132.11
23-03-23,14,West,0,98.07
24-03-23,29,South,0,102.74
24-03-23,56,East,0,126.6
24-03-23,49,South,1,125.53
24-03-23,32,North,1,111.35
24-03-23,38,West,0,117.38
24-03-23,58,West,1,126.34
24-03-23,52,North,1,126.62
24-03-23,26,North,0,114.85
24-03-23,10,South,0,103.99
24-03-23,26,South,0,110.95
24-03-23,87,South,1,153.87
24-03-23,44,North,1,123.54
24-03-23,88,North,1,143.44
24-03-23,18,East,0,105.7
24-03-23,80,West,1,140.24
24-03-23,36,North,1,119.45
24-03-23,55,South,0,128.84
24-03-23,86,West,1,147.32
25-03-23,59,North,1,123.22
25-03-23,31,North,0,106.03
25-03-23,86,North,1,145.36
25-03-23,46,West,0,133.74
25-03-23,48,West,1,123.45
25-03-23,19,South,0,100.5
25-03-23,79,West,1,139.93
25-03-23,64,East,0,135.91
25-03-23,66,West,1,130.35
25-03-23,82,West,1,146.25
25-03-23,45,North,0,125.03
25-03-23,37,East,1,116.22
25-03-23,80,North,1,141.06
25-03-23,66,West,1,134.27
25-03-23,89,West,1,141.36
25-03-23,63,West,1,133.45
26-03-23,76,North,1,134.56
26-03-23,71,South,1,142.67
26-03-23,34,West,0,110.99
26-03-23,64,South,1,139.2
26-03-23,58,West,0,132.08
26-03-23,54,East,1,121.09
26-03-23,89,East,1,158.78
26-03-23,64,East,1,136.46
26-03-23,82,North,1,143.54
26-03-23,23,East,0,104.28
26-03-23,53,South,1,127.78
26-03-23,20,West,0,109.88
26-03-23,49,East,0,130.1
26-03-23,69,West,1,138.13
26-03-23,88,East,1,143.69
27-03-23,14,West,0,97.4
27-03-23,70,East,0,134.82
27-03-23,69,West,1,134.71
27-03-23,22,West,0,115.22
27-03-23,73,West,1,136.18
27-03-23,49,West,1,129.61
27-03-23,32,East,1,113.18
27-03-23,23,West,0,106.65
27-03-23,66,South,1,128.71
27-03-23,61,East,1,128.23
27-03-23,41,South,0,121.02
27-03-23,40,South,0,114.95
27-03-23,16,North,0,111.04
27-03-23,83,North,1,142.17
27-03-23,31,South,0,121.14
27-03-23,66,West,1,129.69
27-03-23,22,West,0,109.85
27-03-23,78,North,1,134.62
27-03-23,59,West,1,126.16
28-03-23,62,West,1,138.49
28-03-23,23,East,0,109.9
28-03-23,68,West,0,129.82
28-03-23,46,North,1,127.38
28-03-23,67,South,0,138.66
28-03-23,25,North,0,108.3
28-03-23,61,South,0,134.28
28-03-23,36,East,0,113.26
28-03-23,80,East,1,133.02
28-03-23,69,West,1,138.92
28-03-23,50,North,1,132.61
28-03-23,64,East,0,140.63
28-03-23,28,South,0,116.12
28-03-23,22,North,0,106.59
29-03-23,72,North,1,135.01
29-03-23,21,South,0,106.13
29-03-23,52,West,0,123.88
29-03-23,15,North,0,101.9
29-03-23,48,East,0,121.96
29-03-23,34,East,0,107.39
29-03-23,79,North,1,139
29-03-23,51,South,1,126
29-03-23,15,East,0,105.16
29-03-23,23,West,0,109.33
29-03-23,26,North,0,120.76
29-03-23,12,West,0,104.58
29-03-23,67,North,1,134.42
29-03-23,22,North,0,111.03
29-03-23,37,West,0,114.76
29-03-23,13,East,0,101.09
29-03-23,61,West,1,147.03
29-03-23,40,North,1,121.37
29-03-23,24,East,0,117.78
29-03-23,62,East,0,137.45
30-03-23,88,West,1,146.5
30-03-23,52,North,1,128.13
30-03-23,66,West,1,130.34
30-03-23,42,South,0,128.28
30-03-23,75,North,1,141.65
30-03-23,63,South,0,129.33
30-03-23,28,North,0,98.43
30-03-23,17,South,0,109.84
30-03-23,26,South,0,110.29
30-03-23,34,West,0,110.7
30-03-23,29,North,0,110.74
30-03-23,65,North,0,138.6
30-03-23,61,South,1,129
30-03-23,22,West,0,111.88
30-03-23,18,North,0,111.47
30-03-23,16,East,1,105.09
30-03-23,83,South,1,135.37
31-03-23,81,East,1,145.1
31-03-23,50,South,0,116.62
31-03-23,20,South,0,105.53
31-03-23,42,North,1,111.11
31-03-23,45,South,1,123.79
31-03-23,39,North,0,120.1
31-03-23,64,West,1,118.75
31-03-23,39,East,0,128.2
31-03-23,62,East,1,129.95
31-03-23,62,South,0,131.69
31-03-23,66,North,0,133.84
31-03-23,66,South,1,135.79
31-03-23,27,West,0,114.89
31-03-23,18,East,0,107.27
31-03-23,52,West,1,125.34
31-03-23,43,East,0,127.71
01-04-23,16,West,0,102.98
01-04-23,44,East,1,125.71
01-04-23,48,North,1,129.45
01-04-23,34,West,0,128.06
01-04-23,46,South,0,122.8
01-04-23,81,East,1,132.52
01-04-23,57,North,0,129.91
01-04-23,48,West,1,127.96
01-04-23,66,East,1,129.83
01-04-23,31,West,0,113
01-04-23,25,East,0,109.5
01-04-23,75,East,0,140.35
01-04-23,41,South,0,122.93
02-04-23,25,West,0,118.36
02-04-23,54,North,0,124.58
02-04-23,32,South,0,113.13
02-04-23,11,West,0,97
02-04-23,32,East,0,118.29
02-04-23,19,East,0,109.38
02-04-23,66,West,0,131.88
02-04-23,57,West,1,133.26
02-04-23,39,West,1,117.15
02-04-23,33,West,1,109.08
02-04-23,23,West,0,112.95
02-04-23,29,East,0,109.96
02-04-23,34,South,0,122.05
02-04-23,10,East,0,103.4
02-04-23,82,East,0,137.41
02-04-23,66,South,1,142.36
02-04-23,69,East,1,141.81
02-04-23,34,West,0,116.01
02-04-23,81,East,1,130.47
02-04-23,45,West,0,122.95
02-04-23,10,South,0,98.67
02-04-23,72,East,1,139.46
02-04-23,88,North,1,147.03
02-04-23,53,North,0,131.5
02-04-23,39,North,0,120.8
03-04-23,66,West,1,132.67
03-04-23,53,South,1,120.92
03-04-23,52,West,0,128.99
03-04-23,32,East,0,120.57
03-04-23,56,South,1,130.01
03-04-23,52,West,1,126.44
03-04-23,48,East,0,126.53
03-04-23,22,West,0,118.77
03-04-23,68,East,1,141.63
03-04-23,34,North,0,119.55
03-04-23,76,West,1,136.12
03-04-23,78,East,1,140.97
03-04-23,37,East,0,112.1
03-04-23,10,North,0,104.64
03-04-23,32,North,0,116.53
03-04-23,56,West,1,127.74
04-04-23,18,North,0,102.25
04-04-23,11,West,0,105.65
04-04-23,47,South,0,121.06
04-04-23,20,South,0,109.12
04-04-23,18,East,1,119.16
04-04-23,57,South,1,129.34
04-04-23,78,North,1,144.57
04-04-23,26,East,0,117.06
04-04-23,12,North,0,101.11
04-04-23,74,West,1,140.8
04-04-23,27,West,0,107.51
04-04-23,14,East,0,107.12
04-04-23,79,East,1,132.27
04-04-23,48,North,0,126.35
04-04-23,42,East,0,137.97
04-04-23,53,South,0,125.03
04-04-23,82,North,0,128.48
04-04-23,35,North,0,114.57
04-04-23,72,North,1,143.28
04-04-23,79,North,1,141.13
04-04-23,81,North,1,141.62
04-04-23,60,West,1,126.9
04-04-23,18,East,0,111.71
04-04-23,49,East,0,133.46
05-04-23,88,East,1,149.32
05-04-23,34,North,0,119.22
05-04-23,53,North,1,125.13
05-04-23,13,South,0,105.99
05-04-23,89,North,1,147.5
05-04-23,81,East,1,140.87
05-04-23,55,North,1,123.29
05-04-23,27,South,0,116.12
05-04-23,22,East,0,118.87
05-04-23,21,North,0,111.06
05-04-23,35,East,0,117.29
05-04-23,87,North,1,144.97
06-04-23,16,North,0,108.1
06-04-23,86,East,1,137.02
06-04-23,54,South,1,132.12
06-04-23,41,West,0,126.06
06-04-23,32,North,0,114.12
06-04-23,72,South,1,133.86
06-04-23,73,South,1,131.9
06-04-23,12,North,0,116.71
06-04-23,15,North,0,108.82
06-04-23,73,North,1,134.26
06-04-23,45,East,1,115.36
06-04-23,88,East,1,141.8
06-04-23,13,South,0,99.73
07-04-23,21,North,0,116.08
07-04-23,34,East,0,124.07
07-04-23,34,South,0,114.84
07-04-23,32,North,0,113.72
07-04-23,82,East,1,150.61
07-04-23,88,South,1,146.46
07-04-23,55,South,0,122.19
07-04-23,47,East,0,129.22
07-04-23,40,East,1,120.62
07-04-23,65,South,1,137.96
07-04-23,43,North,0,115.53
07-04-23,59,South,0,119.32
07-04-23,87,East,1,148.85
07-04-23,27,South,0,118.93
07-04-23,88,West,1,145.2
07-04-23,67,North,1,138.44
07-04-23,73,North,1,132.22
08-04-23,55,South,0,126.67
08-04-23,18,West,0,111.6
08-04-23,52,West,1,118.86
08-04-23,30,East,0,104.16
08-04-23,12,East,0,109.17
08-04-23,86,West,1,137.28
08-04-23,19,West,0,111.23
08-04-23,65,North,1,135.28
08-04-23,61,West,1,134.06
08-04-23,48,East,0,123.76
08-04-23,22,North,0,123.13
08-04-23,67,West,1,139.79
08-04-23,49,West,0,124.38
08-04-23,12,North,0,114.96
08-04-23,57,South,1,130.03
08-04-23,44,South,0,125.96
08-04-23,64,North,1,132.26
09-04-23,46,North,1,119.52
09-04-23,54,South,1,126.56
09-04-23,43,North,1,125.08
09-04-23,40,West,1,126.16
09-04-23,55,East,1,129.41
09-04-23,16,North,0,107.5
09-04-23,68,North,1,133.03
09-04-23,87,East,1,152.09
09-04-23,81,South,1,139.86
09-04-23,19,East,0,107.51
09-04-23,56,West,1,125.54
09-04-23,15,East,0,101.2
09-04-23,77,South,1,135.67
09-04-23,56,South,0,129.63
10-04-23,62,West,0,140.5
10-04-23,78,West,1,137.62
10-04-23,70,East,0,127.88
10-04-23,86,East,1,140.25
10-04-23,15,South,0,104.14
10-04-23,84,North,1,142.18
10-04-23,77,North,1,136.21
10-04-23,89,North,1,147.24
10-04-23,33,South,0,123.95
10-04-23,34,West,0,114.46
10-04-23,43,East,0,115.39
10-04-23,64,South,0,133.83
10-04-23,84,North,1,136.64
11-04-23,36,South,0,122.8
11-04-23,25,North,0,118.58
11-04-23,63,West,1,133.49
11-04-23,35,West,0,120.07
11-04-23,88,West,1,143.05
11-04-23,50,South,1,125.83
11-04-23,55,West,1,129.68
11-04-23,19,North,0,106.21
11-04-23,37,East,0,116.32
11-04-23,61,East,0,135.44
11-04-23,48,East,1,129.43
11-04-23,36,South,1,112.1
11-04-23,84,West,1,137.7
11-04-23,59,West,1,124.59
12-04-23,44,West,0,122.59
12-04-23,61,East,1,127.66
12-04-23,43,East,0,130.38
12-04-23,13,North,0,106.18
12-04-23,50,West,0,129.09
12-04-23,26,South,1,114.78
12-04-23,18,South,0,105.82
12-04-23,37,North,0,116.64
12-04-23,51,East,1,127.97
12-04-23,14,West,0,115.18
12-04-23,85,West,1,134.4
12-04-23,24,North,0,112.12
12-04-23,17,North,0,111.11
12-04-23,52,North,1,125.11
12-04-23,30,South,0,119.38
12-04-23,62,North,0,129.3
12-04-23,28,South,0,113.26
12-04-23,57,West,1,127.56
12-04-23,73,North,1,146.62
12-04-23,65,East,1,125.17
13-04-23,33,North,0,120.21
13-04-23,82,West,1,129.52
13-04-23,57,East,0,132.26
13-04-23,40,North,0,117.8
13-04-23,73,North,1,131.78
13-04-23,15,East,0,112.54
13-04-23,58,South,1,125.66
13-04-23,28,West,0,118.7
13-04-23,83,South,1,138.48
13-04-23,86,North,1,143.26
13-04-23,28,East,0,114.62
13-04-23,69,South,1,142.92
13-04-23,25,East,0,110.84
13-04-23,88,West,1,148.53
13-04-23,18,South,0,110.42
14-04-23,26,West,0,114.91
14-04-23,67,East,1,131.36
14-04-23,34,East,0,111.31
14-04-23,40,West,1,122.81
14-04-23,69,North,1,132.33
14-04-23,51,South,0,119.32
14-04-23,29,East,0,109.85
14-04-23,84,West,1,143.58
14-04-23,60,North,0,124.75
14-04-23,88,West,1,134.05
14-04-23,75,South,1,137.54
14-04-23,37,North,0,120.21
14-04-23,66,East,1,139.42
14-04-23,41,West,0,127.17
15-04-23,60,East,0,128.39
15-04-23,39,East,1,116.24
15-04-23,13,West,0,112.66
15-04-23,81,North,1,132.41
15-04-23,69,West,0,136.99
15-04-23,44,West,0,109.29
15-04-23,35,East,0,130.67
15-04-23,55,East,0,128.42
15-04-23,88,North,1,149.17
15-04-23,68,North,1,132.56
15-04-23,43,West,1,113.24
15-04-23,29,North,0,108.37
15-04-23,82,South,1,137.44
15-04-23,72,North,1,136.71
15-04-23,70,South,0,125.48
15-04-23,79,East,1,139.82
15-04-23,20,West,0,109.65
15-04-23,82,North,1,144.24
15-04-23,28,North,0,107.71
15-04-23,38,East,1,121.38
15-04-23,66,East,0,140.14
15-04-23,48,West,0,124.7
15-04-23,73,North,1,132.76
16-04-23,41,West,0,121.24
16-04-23,23,North,0,115.12
16-04-23,43,South,1,125.13
16-04-23,78,East,1,146.29
16-04-23,85,East,1,149.13
16-04-23,22,West,0,104.57
16-04-23,87,South,1,148.65
16-04-23,46,East,0,127.39
16-04-23,71,North,1,127.34
16-04-23,25,West,0,116.43
16-04-23,47,West,1,130.34
16-04-23,44,East,0,118.2
16-04-23,40,West,0,122.78
16-04-23,33,South,0,116.1
16-04-23,40,North,0,126.96
16-04-23,70,North,1,131.29
16-04-23,17,South,0,110.8
17-04-23,78,East,1,130.97
17-04-23,14,West,0,101.5
17-04-23,83,West,1,142.01
17-04-23,69,North,1,135.68
17-04-23,47,East,0,121.74
17-04-23,64,North,1,134.16
17-04-23,42,South,0,115.66
17-04-23,30,East,1,108.7
17-04-23,23,East,0,108.18
17-04-23,22,South,0,102.52
17-04-23,79,North,1,153.51
17-04-23,86,East,1,144.04
17-04-23,10,West,0,113.27
18-04-23,32,South,0,122.65
18-04-23,27,East,0,110.3
